timestamp,addr,flight,squawk,category,alt_baro,alt_geom,lat,lon,gs,ias,tas,mach,track,track_rate,roll,mag_heading,true_heading,baro_rate,geom_rate,messages,seen,rssi,distance,air_ground,nic,rc,version,nic_baro,nac_p,nac_v,sil,sil_type,seen_pos,alert,spi,gva,sda,wind_speed,wind_direction,nav_qnh,nav_altitude_mcp,nav_altitude_fms,nav_heading,addr_type,emergency,autopilot,vnav,althold,approach,lnav,tcas
1744418379,65875,,0,0,34000,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,5,1744418362867,-38.63813018798828,0,2,0,0,0,0,0,0,0,0,0,False,False,0,0,0,0,0.0,0,0,0,0,0,False,False,False,False,False,False
1744418439,65875,,0,0,34000,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,5,1744418362867,-38.63813018798828,0,2,0,0,0,0,0,0,0,0,0,False,False,0,0,0,0,0.0,0,0,0,0,0,False,False,False,False,False,False
1744421802,9004444,ETD8MY,5207,165,36000,36425,43.6316900738215,-5.81765311104914,490,281,482,0.8399999737739563,107,0.0,-0.52734375,109,0,0,0,111,1744421802206,-33.23872375488281,39396,2,8,186,2,1,9,2,3,3,0,False,False,2,2,12,247,1013.5999755859375,36000,0,109,0,0,False,False,False,False,False,False
1744421862,9004444,ETD8MY,5207,165,36000,36425,43.590362548828125,-5.634772722111165,494,283,488,0.8479999899864197,107,0.03125,-0.17578125,110,0,0,0,594,1744421862644,-33.494140625,27763,2,8,186,2,1,9,2,3,3,0,False,False,2,2,18,218,1013.5999755859375,36000,0,110,0,0,False,False,False,False,False,False
1744421922,9004444,ETD8MY,5207,165,36025,36425,43.54961847854873,-5.45634678431918,490,281,484,0.8399999737739563,107,0.0,0.17578125,110,0,-64,-64,710,1744421922270,-31.889633178710938,21602,2,8,186,2,1,9,2,3,3,0,False,False,2,2,18,217,1013.5999755859375,36000,0,110,0,0,False,False,False,False,False,False
1744421983,9004444,ETD8MY,5207,165,36000,36400,43.50865250926907,-5.277884347098222,488,280,482,0.8360000252723694,107,0.0,-0.17578125,110,0,0,0,1431,1744421983060,-28.481773376464844,24856,2,8,186,2,1,9,2,3,3,0,False,False,2,2,19,217,1013.5999755859375,36000,0,110,0,0,False,False,False,False,False,False
1744422043,9004444,ETD8MY,5207,165,36000,36400,43.4872850321107,-5.185612269810292,489,278,482,0.8360000252723694,107,0.0,0.0,110,0,0,32,1798,1744422017294,-33.66105651855469,29577,2,8,186,2,1,9,2,3,3,29,False,False,2,2,19,219,1013.5999755859375,36000,0,110,0,0,False,False,False,False,False,False
1744422103,9004444,ETD8MY,5207,165,36000,36400,43.4872850321107,-5.185612269810292,489,278,482,0.8360000252723694,107,0.0,0.0,110,0,0,32,1798,1744422017294,-33.66105651855469,29577,2,8,186,2,1,9,2,3,3,69,False,False,2,2,19,219,1013.5999755859375,36000,0,110,0,0,False,False,False,False,False,False
1744422343,10814320,,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,2,1744422329247,-41.4805793762207,0,2,0,0,0,1,11,0,3,1,0,False,False,0,0,0,0,1013.5999755859375,38016,0,0,0,0,False,False,False,False,False,False
1744422403,10814320,,5204,0,38000,38425,43.76725019034693,-5.26591709681918,472,261,470,0.8199999928474426,111,0.0,0.0,114,0,0,0,73,1744422403052,-34.44591522216797,49378,2,8,186,2,1,11,2,3,3,1,False,False,2,2,0,0,1013.5999755859375,38016,0,0,0,0,False,False,False,False,False,False
