timestamp,addr,flight,squawk,category,alt_baro,alt_geom,lat,lon,gs,ias,tas,mach,track,track_rate,roll,mag_heading,true_heading,baro_rate,geom_rate,messages,seen,rssi,distance,air_ground,nic,rc,version,nic_baro,nac_p,nac_v,sil,sil_type,seen_pos,alert,spi,gva,sda,wind_speed,wind_direction,nav_qnh,nav_altitude_mcp,nav_altitude_fms,nav_heading,addr_type,emergency,autopilot,vnav,althold,approach,lnav,tcas
1743913531,12605498,,20852,0,39000,39250,43.795879816604874,-5.483551025390625,459,256,0,0.8240000009536743,110,0.0,0.0,114,0,0,0,65,1743913530638,-35.5892219543457,48641,2,8,186,0,1,8,1,2,1,9,False,False,0,0,0,0,1012.7999877929688,39008,0,0,0,0,False,False,False,False,False,False
1743913591,12605498,,20852,0,39000,39250,43.795879816604874,-5.483551025390625,459,256,0,0.8240000009536743,110,0.0,0.0,114,0,0,0,65,1743913530638,-35.5892219543457,48641,2,8,186,0,1,8,1,2,1,69,False,False,0,0,0,0,1012.7999877929688,39008,0,0,0,0,False,False,False,False,False,False
1743913651,12605498,,20852,0,39000,39250,43.71166681839248,-5.176195417131696,461,256,0,0.8240000009536743,110,0.0,0.0,114,0,0,0,71,1743913645712,-35.969993591308594,0,2,8,186,0,1,8,1,2,1,18,False,False,0,0,0,0,1012.7999877929688,39008,0,0,0,0,False,False,False,False,False,False
1743913711,12605498,ACA822,20852,163,39000,39250,43.653336864406775,-4.965493338448661,460,257,474,0.8240000009536743,110,0.0,-0.17578125,113,0,0,0,295,1743913711397,-34.64591979980469,54543,2,8,186,2,1,9,1,3,3,1,False,False,2,2,22,165,1012.7999877929688,39008,0,0,0,0,False,False,False,False,False,False
1743913711,4755896,,30306,0,37000,37250,43.73204040527344,-5.006188680959269,449,251,444,0.7760000228881836,211,0.0,0.0,210,0,0,0,18,1743913711072,-34.68539047241211,57855,2,8,186,0,1,8,1,2,1,0,False,False,0,0,15,101,1013.5999755859375,36992,37008,210,0,0,False,False,False,False,False,False
1743913772,12605498,ACA822,20852,163,39000,39250,43.653336864406775,-4.965493338448661,460,257,474,0.8240000009536743,110,0.0,-0.17578125,113,0,0,0,296,1743913713042,-34.7168083190918,54543,2,8,186,2,1,9,1,3,3,61,False,False,2,2,22,165,1012.7999877929688,39008,0,0,0,0,False,False,False,False,False,False
1743913772,4755896,ENT74NU,30306,163,37000,37250,43.623779296875,-5.095484533975252,449,254,448,0.7839999794960022,210,0.03125,0.52734375,210,0,0,0,416,1743913772078,-33.02986526489258,44345,2,8,186,2,1,9,1,3,3,0,False,False,2,2,7,96,1013.5999755859375,36992,37008,210,0,0,False,False,False,False,False,False
1743913832,12605498,ACA822,20852,163,39000,39250,43.653336864406775,-4.965493338448661,460,257,474,0.8240000009536743,110,0.0,-0.17578125,113,0,0,0,297,1743913777310,-35.17023849487305,54543,1,8,186,2,1,9,1,3,3,69,False,False,2,2,22,165,1012.7999877929688,39008,0,0,0,0,False,False,False,False,False,False
1743913832,4755896,ENT74NU,30306,163,37000,37250,43.51726467326536,-5.183258056640625,448,256,450,0.7879999876022339,210,0.0,0.0,210,0,-64,-32,862,1743913832234,-34.3212776184082,31476,2,8,186,2,1,9,1,3,3,0,False,False,2,2,15,132,1013.5999755859375,36992,37008,210,0,0,False,False,False,False,False,False
1743913891,4755896,ENT74NU,30306,163,37000,37250,43.42038946636652,-5.262581961495528,446,255,448,0.7879999876022339,210,0.0,0.0,209,0,64,32,1089,1743913890210,-34.89846420288086,20848,2,8,186,2,1,9,1,3,3,5,False,False,2,2,15,132,1013.5999755859375,36992,37008,210,0,0,False,False,False,False,False,False
