timestamp,addr,flight,squawk,category,alt_baro,alt_geom,lat,lon,gs,ias,tas,mach,track,track_rate,roll,mag_heading,true_heading,baro_rate,geom_rate,messages,seen,rssi,distance,air_ground,nic,rc,version,nic_baro,nac_p,nac_v,sil,sil_type,seen_pos,alert,spi,gva,sda,wind_speed,wind_direction,nav_qnh,nav_altitude_mcp,nav_altitude_fms,nav_heading,addr_type,emergency,autopilot,vnav,althold,approach,lnav,tcas
1745112910,10808011,DAL234,5207,165,38000,37875,43.783172607421875,-4.845353947129354,491,264,0,0.828000009059906,113,0.0,0.0,111,0,0,0,78,1745112910534,-35.71070098876953,71148,2,8,186,2,1,10,2,3,3,8,False,False,2,2,0,0,1013.5999755859375,38016,0,0,0,0,False,False,False,False,False,False
1745112971,10808011,DAL234,5207,165,38000,37875,43.783172607421875,-4.845353947129354,491,264,0,0.828000009059906,113,0.0,0.0,111,0,0,0,80,1745112915548,-35.926578521728516,71148,2,8,186,2,1,10,2,3,3,68,False,False,2,2,0,0,1013.5999755859375,38016,0,0,0,0,False,False,False,False,False,False
1745113031,11222337,,5205,0,38000,37900,43.776947021484375,-5.783726891805941,485,257,0,0.8080000281333923,109,0.0,0.0,107,0,0,32,20,1745113031027,-33.46421813964844,51595,2,8,186,0,1,9,1,3,1,1,False,False,0,0,0,0,1013.5999755859375,38016,0,0,0,0,False,False,False,False,False,False
1745113090,11222337,DAL202,5205,165,38000,37900,43.735967086533364,-5.621664864676347,478,256,472,0.8040000200271606,109,-0.0625,-0.17578125,107,0,0,32,126,1745113089185,-34.21137237548828,42963,2,8,186,0,1,8,1,2,1,4,False,False,0,0,28,352,1013.5999755859375,38016,0,0,0,0,False,False,False,False,False,False
1745113150,11222337,DAL202,5205,165,38000,37875,43.68899587857521,-5.436989920479903,479,251,466,0.7919999957084656,109,-0.03125,-0.17578125,107,0,0,-32,410,1745113150522,-33.914039611816406,37143,2,8,186,2,1,9,1,3,3,0,False,False,2,2,27,353,1013.5999755859375,38016,0,0,0,0,False,False,False,False,False,False
1745113210,11222337,DAL202,5205,165,38000,37875,43.6520799539857,-5.292990548270097,479,254,470,0.800000011920929,109,0.0,-0.17578125,107,0,0,-32,691,1745113210386,-35.20569610595703,36873,2,8,186,2,1,9,1,3,3,10,False,False,2,2,18,352,1013.5999755859375,38016,0,0,0,0,False,False,False,False,False,False
1745113270,11222337,DAL202,5205,165,38000,37875,43.60020446777344,-5.0921630859375,477,255,470,0.8040000200271606,109,0.0,-0.17578125,108,0,0,-32,1178,1745113270723,-29.34549903869629,42861,2,8,186,2,1,9,1,3,3,0,False,False,2,2,17,354,1013.5999755859375,38016,0,0,0,0,False,False,False,False,False,False
1745113331,11222337,DAL202,5205,165,38000,37875,43.57261528403072,-4.985896519252265,477,253,470,0.7960000038146973,109,0.0,-0.17578125,108,0,0,0,1414,1745113309203,-34.314598083496094,48260,2,8,186,2,1,9,1,3,3,23,False,False,2,2,17,353,1013.5999755859375,38016,0,0,0,0,False,False,False,False,False,False
1745113391,11222337,DAL202,5205,165,38000,37875,43.57261528403072,-4.985896519252265,477,253,470,0.7960000038146973,109,0.0,-0.17578125,108,0,0,0,1414,1745113309203,-34.314598083496094,48260,2,8,186,2,1,9,1,3,3,69,False,False,2,2,17,353,1013.5999755859375,38016,0,0,0,0,False,False,False,False,False,False
1745122520,12605503,ACA822,20833,165,40000,39950,43.7545166015625,-4.874288869458553,484,250,478,0.8199999928474426,112,0.0,-0.17578125,112,0,64,32,128,1745122515612,-35.40105056762695,67304,2,8,186,2,1,9,1,3,3,20,False,False,2,2,16,360,1012.7999877929688,40000,0,0,0,0,False,False,False,False,False,False
1745122580,12605503,ACA822,20833,165,40000,39950,43.7545166015625,-4.874288869458553,484,250,478,0.8199999928474426,112,0.0,-0.17578125,112,0,64,32,128,1745122515612,-35.40105056762695,67304,2,8,186,2,1,9,1,3,3,69,False,False,2,2,16,360,1012.7999877929688,40000,0,0,0,0,False,False,False,False,False,False
1745123060,4756001,,30230,0,35000,34800,43.58862925384004,-5.124468122209805,480,261,452,0.7720000147819519,210,0.0,-0.17578125,214,0,0,0,166,1745123060657,-34.69039535522461,40030,2,8,186,2,1,9,1,3,3,3,False,False,2,2,0,0,1013.5999755859375,35008,35008,215,0,0,False,False,False,False,False,False
1745123121,4756001,ENT73JG,30230,163,35000,34800,43.48435224112818,-5.209939139229903,480,261,452,0.7720000147819519,210,0.0,-0.3515625,215,0,0,0,366,1745123120337,-34.96821212768555,27708,2,8,186,2,1,9,1,3,3,9,False,False,2,2,44,342,1013.5999755859375,35008,35008,215,0,0,False,False,False,False,False,False
1745123181,4756001,ENT73JG,30230,163,35000,34825,43.35530943789724,-5.315813337053555,479,260,450,0.7680000066757202,210,0.0,0.0,214,0,64,64,441,1745123181166,-33.587459564208984,15401,2,8,186,2,1,9,1,3,3,1,False,False,2,2,38,351,1013.5999755859375,35008,35008,215,0,0,False,False,False,False,False,False
1745123240,4756001,ENT73JG,30230,163,35000,34825,43.23934781349311,-5.409720284598222,479,260,448,0.7680000066757202,210,0.03125,0.3515625,215,0,0,0,855,1745123240317,-32.39387893676758,15404,2,8,186,2,1,9,1,3,3,0,False,False,2,2,45,345,1013.5999755859375,35008,35008,215,0,0,False,False,False,False,False,False
1745123300,4756001,ENT73JG,30230,163,35000,34825,43.19330765029131,-5.447126116071445,478,259,448,0.7639999985694885,210,0.0,-0.17578125,215,0,0,0,1092,1745123264293,-33.842063903808594,19008,2,8,186,2,1,9,1,3,3,36,False,False,2,2,45,345,1013.5999755859375,35008,35008,215,0,0,False,False,False,False,False,False
